,No.,request,response
0,242,0,0.3831
1,559,0,0.5687
2,998,0,0.5023
3,920,0,0.9539
4,138,0,0.5611
5,939,0,0.8492
6,977,0,0.9156
7,768,1,0.9687
8,752,0,0.6739
9,563,0,0.4181
10,996,0,0.5179
11,302,0,0.8083
12,932,0,0.9209
13,341,0,0.9502
14,467,0,0.8184
15,571,1,0.3513
16,851,0,0.4856
17,653,0,0.4954
18,429,0,0.3858
19,411,0,0.8597
20,119,0,0.8307
21,525,0,0.7926
22,775,1,0.9229
23,379,0,0.9743
24,562,0,0.886
25,745,0,0.7129
26,461,1,0.9075
27,508,1,0.4599
28,916,0,0.7762
29,433,0,0.6773
30,675,0,0.7537
31,244,0,0.6432
32,107,0,0.6979
33,749,0,0.6727
34,748,0,0.6249
35,464,0,0.6564
36,734,0,0.8938
37,535,0,0.5698
38,123,0,0.643
39,825,0,0.4921
40,519,0,0.5953
41,585,1,0.3985
42,596,0,0.7403
43,660,0,0.6974
44,65,0,0.5869
45,833,0,0.2465
46,792,0,0.8608
47,962,0,0.5557
48,16,0,0.6348
49,406,0,0.7053
50,717,0,0.4816
51,305,0,0.7969
52,380,0,0.8292
53,98,0,0.5325
54,636,1,0.8118
55,770,0,0.581
56,257,0,0.821
57,128,0,0.8266
58,740,0,0.7088
59,285,0,0.6359
60,897,0,0.7979
61,384,0,0.7118
62,395,0,0.7222
63,225,0,0.404
64,316,0,0.8497
65,884,0,0.7168
66,493,1,0.5099
67,879,1,0.7141
68,746,0,0.4115
69,890,0,0.4143
70,581,1,0.9857
71,589,0,0.9099
72,106,0,0.377
73,912,0,0.723
74,64,0,0.6926
75,113,0,0.7905
76,82,0,0.4137
77,502,1,0.4457
78,974,0,0.6998
79,730,1,0.7614
80,692,0,0.6249
81,28,0,0.6088
82,781,0,0.9403
83,626,1,0.5073
84,171,0,0.9151
85,782,0,0.3453
86,760,0,0.7401
87,297,0,0.8855
88,229,0,0.7009
89,155,0,0.6382
90,889,0,0.9566
91,348,0,0.7496
92,352,0,0.7776
93,809,1,0.4099
94,497,0,0.8112
95,690,0,0.5098
96,408,0,0.7059
97,545,1,0.3642
98,186,0,0.8065
99,823,0,0.2158
100,158,0,0.8778
101,469,0,0.4988
102,137,0,0.6046
103,205,0,0.661
104,930,0,0.7211
105,227,0,0.4578
106,980,0,0.4547
107,197,1,0.8437
108,434,0,0.5084
109,32,1,0.782
110,822,0,0.7093
111,988,1,0.6043
112,36,1,0.582
113,400,0,0.955
114,245,0,0.5474
115,614,0,0.6953
116,603,1,0.4665
117,238,1,0.3556
118,766,0,0.3621
119,982,0,0.8348
120,742,0,0.7597
121,875,0,0.9797
122,807,0,0.7068
123,509,0,0.4283
124,991,1,0.8787
125,489,0,0.5191
126,564,0,0.7722
127,237,0,0.427
128,885,0,0.7425
129,247,0,0.7573
130,534,0,0.8919
131,481,1,0.7347
132,957,0,0.4662
133,495,0,0.6515
134,780,0,0.5997
135,35,0,0.8455
136,893,0,0.8817
137,578,0,0.9626
138,168,0,0.5696
139,487,0,0.7986
140,767,0,0.4503
141,672,0,0.302
142,475,0,0.5913
143,944,1,0.5604
144,703,0,0.4758
145,276,0,0.63
146,789,0,0.6809
147,880,1,0.4779
148,511,0,0.0414
149,574,0,0.9423
150,569,0,0.9655
151,925,0,0.9063
152,61,1,0.8166
153,829,0,0.7081
154,444,0,0.5497
155,355,0,0.7906
156,325,0,0.9864
157,579,0,0.926
158,608,0,0.691
159,900,1,0.8022
160,849,0,0.6628
161,86,0,0.4223
162,813,0,0.9464
163,157,0,0.8625
164,820,0,0.7992
165,886,0,0.4844
166,784,0,0.4524
167,694,0,0.8637
168,261,0,0.9877
169,572,0,0.4568
170,292,1,0.8495
171,283,0,0.8806
172,381,0,0.3692
173,860,1,0.8223
174,947,0,0.932
175,733,1,0.882
176,468,1,0.7254
177,769,0,0.7107
178,310,0,0.59
179,618,0,0.885
180,117,0,0.6033
181,584,0,0.4445
182,239,1,0.4261
183,531,0,0.7208
184,537,0,0.5832
185,756,1,0.4693
186,622,0,0.9831
187,330,0,0.9762
188,372,0,0.6798
189,940,1,0.3194
190,259,0,0.9254
191,270,1,0.8974
192,676,0,0.311
193,850,0,0.5699
194,105,0,0.5651
195,802,0,0.5578
196,109,1,0.5525
197,90,0,0.8496
198,594,0,0.8553
199,627,0,0.8096
200,704,1,0.5486
201,167,1,0.8075
202,332,0,0.7217
203,404,0,0.791
204,111,1,0.9367
205,989,0,0.2646
206,590,1,0.6882
207,188,0,0.3464
208,515,0,0.6947
209,557,1,0.3526
210,402,0,0.0931
211,6,0,0.6079
212,826,0,0.587
213,556,0,0.4717
214,629,0,0.7607
215,948,0,0.5256
216,521,1,0.0748
217,110,0,0.3603
218,899,0,0.4876
219,40,1,0.5847
220,358,0,0.6152
221,399,0,0.6298
222,818,0,0.3406
223,345,0,0.9314
224,552,0,0.6872
225,417,0,0.0582
226,737,0,0.9648
227,882,0,0.981
228,761,1,0.4889
229,671,0,0.7041
230,678,0,0.7248
231,9,0,0.73
232,455,0,0.4271
233,650,0,0.9972
234,152,0,0.5546
235,915,0,0.4218
236,382,0,0.4692
237,192,0,0.9362
238,282,0,0.7649
239,873,1,0.3566
240,936,0,0.7079
241,54,0,0.1112
242,340,0,0.7731
243,706,0,0.9455
244,668,0,0.7659
245,95,1,0.5057
246,300,0,0.8775
247,4,0,0.9981
248,367,1,0.7309
249,896,1,0.5507
250,714,0,0.934
251,0,0,0.9713
252,992,0,0.3741
253,26,0,0.4161
254,970,0,0.9411
255,644,0,0.5689
256,658,1,0.3226
257,909,0,0.8083
258,691,1,0.7782
259,924,0,0.8166
260,207,0,0.9799
261,398,1,0.9624
262,131,1,0.4672
263,647,0,0.6546
264,576,0,0.4629
265,479,1,0.7141
266,212,0,0.8393
267,120,1,0.6779
268,776,0,0.8878
269,252,1,0.9419
270,662,0,0.8809
271,336,1,0.6981
272,610,1,0.8011
273,397,0,0.1028
274,385,0,0.7882
275,542,0,0.5954
276,680,0,0.8254
277,868,0,0.9458
278,943,0,0.5923
279,296,1,0.3937
280,914,0,0.7125
