,No.,request,response
0,800,0,0.1362
1,242,0,0.3831
2,559,0,0.5687
3,998,0,0.5023
4,920,0,0.9539
5,138,0,0.5611
6,74,0,0.4957
7,260,0,0.5695
8,349,0,0.1533
9,939,0,0.8492
10,977,1,0.9156
11,768,0,0.9687
12,752,0,0.6739
13,473,0,0.1921
14,563,0,0.4181
15,996,0,0.5179
16,302,0,0.8083
17,932,0,0.9209
18,341,1,0.9502
19,467,0,0.8184
20,571,0,0.3513
21,460,1,0.1404
22,851,1,0.4856
23,653,0,0.4954
24,429,0,0.3858
25,411,0,0.8597
26,306,0,0.238
27,119,0,0.8307
28,525,0,0.7926
29,775,1,0.9229
30,379,0,0.9743
31,799,0,0.2121
32,562,0,0.886
33,745,0,0.7129
34,461,0,0.9075
35,508,1,0.4599
36,916,0,0.7762
37,865,0,0.3575
38,433,0,0.6773
39,675,0,0.7537
40,244,0,0.6432
41,11,0,0.1475
42,416,0,0.5236
43,107,1,0.6979
44,749,0,0.6727
45,793,1,0.3165
46,748,0,0.6249
47,464,0,0.6564
48,734,0,0.8938
49,535,0,0.5698
50,123,1,0.643
51,825,0,0.4921
52,798,0,0.286
53,350,0,0.1048
54,519,0,0.5953
55,585,0,0.3985
56,339,0,0.0685
57,596,1,0.7403
58,660,0,0.6974
59,65,1,0.5869
60,517,0,0.1038
61,833,0,0.2465
62,792,0,0.8608
63,962,1,0.5557
64,541,0,0.0573
65,16,0,0.6348
66,406,1,0.7053
67,717,0,0.4816
68,305,0,0.7969
69,380,0,0.8292
70,98,0,0.5325
71,506,0,0.2629
72,791,0,0.0456
73,636,0,0.8118
74,770,0,0.581
75,257,0,0.821
76,128,1,0.8266
77,740,0,0.7088
78,285,0,0.6359
79,897,0,0.7979
80,384,0,0.7118
81,395,1,0.7222
82,225,0,0.404
83,449,0,0.0139
84,316,0,0.8497
85,884,0,0.7168
86,493,1,0.5099
87,536,0,0.2043
88,879,0,0.7141
89,746,0,0.4115
90,356,0,0.766
91,890,0,0.4143
92,294,0,0.6128
93,581,0,0.9857
94,15,0,0.0597
95,589,0,0.9099
96,106,0,0.377
97,912,0,0.723
98,64,0,0.6926
99,46,0,0.0644
100,113,1,0.7905
101,82,0,0.4137
102,502,0,0.4457
103,974,0,0.6998
104,103,0,0.5313
105,127,0,0.1496
106,580,0,0.3046
107,730,0,0.7614
108,739,0,0.2196
109,692,0,0.6249
110,28,0,0.6088
111,781,0,0.9403
112,626,1,0.5073
113,266,0,0.6186
114,171,0,0.9151
115,441,0,0.5546
116,859,0,0.3447
117,938,0,0.1523
118,782,1,0.3453
119,760,0,0.7401
120,297,0,0.8855
121,229,0,0.7009
122,155,0,0.6382
123,759,0,0.4046
124,889,0,0.9566
125,348,0,0.7496
126,352,0,0.7776
127,809,0,0.4099
128,48,0,0.3731
129,903,0,0.0643
130,497,0,0.8112
131,690,0,0.5098
132,408,0,0.7059
133,545,0,0.3642
134,186,1,0.8065
135,984,0,0.1366
136,823,0,0.2158
137,995,0,0.3831
138,158,1,0.8778
139,469,0,0.4988
140,425,0,0.284
141,137,0,0.6046
142,205,0,0.661
143,930,0,0.7211
144,227,0,0.4578
145,418,0,0.3016
146,980,0,0.4547
147,197,0,0.8437
148,434,0,0.5084
149,32,1,0.782
150,140,0,0.3273
151,360,0,0.0262
152,822,0,0.7093
153,683,0,0.3022
154,988,1,0.6043
155,36,0,0.582
156,400,0,0.955
157,245,0,0.5474
158,614,0,0.6953
159,603,1,0.4665
160,743,0,0.0313
161,238,0,0.3556
162,766,0,0.3621
163,805,0,0.4235
164,982,0,0.8348
165,742,1,0.7597
166,751,0,0.261
167,875,0,0.9797
168,807,0,0.7068
169,203,0,0.2464
170,251,0,0.0658
171,509,1,0.4283
172,991,0,0.8787
173,489,0,0.5191
174,564,1,0.7722
175,237,0,0.427
176,885,0,0.7425
177,247,0,0.7573
178,485,0,0.5398
179,534,0,0.8919
180,481,0,0.7347
181,957,0,0.4662
182,495,0,0.6515
183,780,1,0.5997
184,73,0,0.348
185,178,0,0.1271
186,35,0,0.8455
187,893,0,0.8817
188,578,0,0.9626
189,168,0,0.5696
190,487,0,0.7986
191,767,0,0.4503
192,672,0,0.302
193,475,0,0.5913
194,944,1,0.5604
195,703,0,0.4758
196,276,0,0.63
197,789,1,0.6809
198,880,1,0.4779
199,511,0,0.0414
200,486,0,0.2892
201,574,0,0.9423
202,569,1,0.9655
203,925,0,0.9063
204,61,1,0.8166
205,829,0,0.7081
206,832,0,0.0656
207,444,0,0.5497
208,355,0,0.7906
209,325,0,0.9864
210,616,0,0.3464
211,941,0,0.0604
212,579,0,0.926
213,608,0,0.691
214,900,0,0.8022
215,849,0,0.6628
216,86,1,0.4223
217,813,0,0.9464
218,157,0,0.8625
219,710,0,0.1807
220,820,1,0.7992
221,886,1,0.4844
222,29,0,0.5533
223,784,1,0.4524
224,694,1,0.8637
225,261,0,0.9877
226,572,0,0.4568
227,292,0,0.8495
228,283,0,0.8806
229,381,0,0.3692
230,976,0,0.0909
231,860,0,0.8223
232,947,0,0.932
233,733,0,0.882
234,468,1,0.7254
235,232,0,0.0569
236,769,0,0.7107
237,310,0,0.59
238,618,0,0.885
239,117,0,0.6033
240,584,1,0.4445
241,239,0,0.4261
242,854,0,0.0731
243,531,0,0.7208
244,537,0,0.5832
245,756,0,0.4693
246,33,0,0.3622
247,622,0,0.9831
248,330,0,0.9762
249,372,1,0.6798
250,946,0,0.251
251,940,1,0.3194
252,259,0,0.9254
253,270,0,0.8974
254,676,0,0.311
255,24,0,0.0747
256,850,1,0.5699
257,105,0,0.5651
258,802,1,0.5578
259,109,1,0.5525
260,90,0,0.8496
261,594,1,0.8553
262,627,1,0.8096
263,60,0,0.0745
264,222,0,0.0208
265,704,0,0.5486
266,167,0,0.8075
267,332,0,0.7217
268,404,0,0.791
269,111,0,0.9367
270,989,0,0.2646
271,590,0,0.6882
272,188,0,0.3464
273,515,0,0.6947
274,557,0,0.3526
275,402,0,0.0931
276,6,0,0.6079
277,826,1,0.587
278,556,0,0.4717
279,605,0,0.1811
280,874,0,0.3826
281,629,0,0.7607
282,948,0,0.5256
283,521,0,0.0748
284,960,0,0.0987
285,727,0,0.2613
286,110,1,0.3603
287,899,0,0.4876
288,40,0,0.5847
289,358,0,0.6152
290,399,1,0.6298
291,818,1,0.3406
292,345,0,0.9314
293,552,0,0.6872
294,417,0,0.0582
295,737,0,0.9648
296,882,1,0.981
297,761,0,0.4889
298,671,0,0.7041
299,642,0,0.3758
300,881,0,0.275
301,678,0,0.7248
302,57,0,0.3212
303,9,0,0.73
304,606,0,0.0727
305,42,0,0.5963
306,455,0,0.4271
307,353,0,0.251
308,650,0,0.9972
309,152,0,0.5546
310,915,1,0.4218
311,382,0,0.4692
312,192,0,0.9362
313,282,1,0.7649
314,873,0,0.3566
315,936,0,0.7079
316,54,0,0.1112
317,340,0,0.7731
318,979,1,0.3029
319,706,0,0.9455
