No.,request,response
99,0,0.3219
797,0,0.7454
491,0,0.8604
558,1,0.3958
529,0,0.5418
196,1,0.3086
624,0,0.8596
906,0,0.702
437,0,0.7525
898,0,0.6679
902,0,0.2278
695,0,0.7182
79,0,0.9584
134,0,0.8976
963,0,0.1716
861,1,0.0296
593,0,0.8985
712,0,0.9186
320,1,0.4718
667,0,0.6564
326,1,0.7555
89,0,0.0958
972,1,0.5357
661,0,0.3576
967,1,0.6981
93,0,0.4512
474,0,0.7
321,0,0.9637
795,0,0.3263
180,1,0.9664
8,0,0.2934
370,0,0.8336
419,0,0.5275
142,1,0.8362
159,0,0.759
407,1,0.7962
75,0,0.3405
175,0,0.0083
659,0,0.4409
911,1,0.5766
687,1,0.783
837,0,0.7336
47,0,0.5978
265,1,0.8352
866,0,0.4313
390,0,0.9414
951,0,0.8599
230,1,0.0997
990,0,0.4379
328,0,0.1366
810,1,0.78
422,0,0.6752
431,0,0.4009
445,0,0.8743
923,0,0.8312
577,0,0.1207
998,0,0.5023
138,0,0.5611
74,1,0.4957
977,1,0.9156
768,0,0.9687
752,0,0.6739
473,0,0.1921
563,0,0.4181
996,0,0.5179
617,0,0.1908
277,1,0.2823
341,0,0.9502
467,0,0.8184
571,0,0.3513
851,0,0.4856
411,0,0.8597
306,0,0.238
586,0,0.1172
525,0,0.7926
775,0,0.9229
379,0,0.9743
634,0,0.4303
745,0,0.7129
488,0,0.2332
141,0,0.2287
461,0,0.9075
11,0,0.1475
779,1,0.2104
107,1,0.6979
824,1,0.2287
793,1,0.3165
599,1,0.2664
748,1,0.6249
734,0,0.8938
825,0,0.4921
798,0,0.286
66,0,0.3074
350,0,0.1048
519,0,0.5953
596,1,0.7403
65,1,0.5869
517,0,0.1038
792,0,0.8608
217,0,0.0156
962,1,0.5557
16,0,0.6348
477,0,0.1926
380,1,0.8292
98,0,0.5325
506,1,0.2629
791,0,0.0456
636,0,0.8118
257,0,0.821
128,1,0.8266
344,0,0.0798
740,0,0.7088
285,0,0.6359
897,0,0.7979
648,1,0.2382
518,0,0.0436
384,0,0.7118
783,0,0.1105
961,0,0.1357
613,1,0.2724
493,1,0.5099
879,0,0.7141
356,0,0.766
335,0,0.1972
294,0,0.6128
841,1,0.0435
581,0,0.9857
589,1,0.9099
716,0,0.3103
106,0,0.377
64,0,0.6926
255,1,0.0498
637,0,0.2513
46,0,0.0644
113,1,0.7905
502,0,0.4457
974,1,0.6998
127,0,0.1496
580,0,0.3046
730,0,0.7614
28,0,0.6088
781,0,0.9403
626,1,0.5073
126,0,0.7202
441,0,0.5546
938,0,0.1523
782,1,0.3453
297,0,0.8855
229,0,0.7009
889,0,0.9566
348,1,0.7496
809,0,0.4099
48,0,0.3731
903,0,0.0643
690,1,0.5098
408,0,0.7059
545,1,0.3642
439,1,0.2349
984,0,0.1366
823,0,0.2158
995,0,0.3831
669,0,0.3178
158,0,0.8778
425,1,0.284
427,0,0.0467
205,0,0.661
930,0,0.7211
418,0,0.3016
197,1,0.8437
434,0,0.5084
32,0,0.782
528,0,0.0213
929,1,0.2355
822,0,0.7093
926,0,0.2706
36,0,0.582
245,1,0.5474
603,1,0.4665
743,0,0.0313
238,0,0.3556
766,0,0.3621
420,0,0.1135
25,0,0.0658
982,0,0.8348
742,0,0.7597
751,0,0.261
679,0,0.1975
875,0,0.9797
852,0,0.0813
268,0,0.2724
241,0,0.4661
509,0,0.4283
991,0,0.8787
489,1,0.5191
564,0,0.7722
288,0,0.0216
534,0,0.8919
481,0,0.7347
304,1,0.1489
957,1,0.4662
780,0,0.5997
73,0,0.348
178,0,0.1271
35,0,0.8455
893,0,0.8817
578,0,0.9626
168,1,0.5696
487,1,0.7986
828,0,0.2399
767,1,0.4503
490,0,0.066
944,1,0.5604
276,0,0.63
789,1,0.6809
880,1,0.4779
486,0,0.2892
574,0,0.9423
569,0,0.9655
876,0,0.0793
61,0,0.8166
342,0,0.0787
942,0,0.144
941,0,0.0604
432,0,0.1073
816,1,0.0608
526,0,0.2558
608,1,0.691
900,1,0.8022
849,0,0.6628
86,0,0.4223
813,0,0.9464
820,0,0.7992
886,0,0.4844
784,0,0.4524
694,1,0.8637
261,0,0.9877
387,1,0.046
736,1,0.2562
483,0,0.7322
283,0,0.8806
381,1,0.3692
860,0,0.8223
733,0,0.882
468,0,0.7254
950,1,0.0278
310,0,0.59
498,0,0.2198
618,0,0.885
117,0,0.6033
239,0,0.4261
854,0,0.0731
531,1,0.7208
537,0,0.5832
756,1,0.4693
330,0,0.9762
778,0,0.2094
940,0,0.3194
259,0,0.9254
850,1,0.5699
802,0,0.5578
109,0,0.5525
90,1,0.8496
594,0,0.8553
627,1,0.8096
704,1,0.5486
167,0,0.8075
332,0,0.7217
696,0,0.0474
404,0,0.791
111,0,0.9367
438,0,0.1573
188,0,0.3464
607,0,0.4702
515,0,0.6947
77,0,0.1779
402,0,0.0931
135,0,0.0099
826,0,0.587
754,0,0.0201
605,0,0.1811
629,1,0.7607
948,0,0.5256
521,0,0.0748
110,0,0.3603
40,0,0.5847
358,0,0.6152
399,1,0.6298
818,0,0.3406
345,0,0.9314
625,1,0.126
737,0,0.9648
882,0,0.981
761,0,0.4889
671,0,0.7041
881,0,0.275
9,0,0.73
597,1,0.0862
42,0,0.5963
455,0,0.4271
353,0,0.251
366,1,0.246
650,1,0.9972
204,1,0.2751
152,0,0.5546
192,1,0.9362
282,0,0.7649
873,0,0.3566
936,0,0.7079
351,1,0.1833
435,0,0.3389
709,0,0.3095
54,0,0.1112
340,1,0.7731
118,1,0.3403
668,0,0.7659
95,1,0.5057
116,0,0.0533
300,1,0.8775
4,1,0.9981
367,1,0.7309
896,0,0.5507
714,0,0.934
0,0,0.9713
174,1,0.2073
273,0,0.4867
26,0,0.4161
970,1,0.9411
894,1,0.2553
658,0,0.3226
207,1,0.9799
827,0,0.0794
398,0,0.9624
131,1,0.4672
647,1,0.6546
576,1,0.4629
479,0,0.7141
612,1,0.15
212,0,0.8393
37,1,0.2219
120,1,0.6779
776,0,0.8878
252,1,0.9419
662,1,0.8809
610,1,0.8011
293,0,0.2482
397,0,0.1028
223,0,0.5697
542,0,0.5954
918,1,0.1319
680,1,0.8254
943,0,0.5923
914,0,0.7125
290,0,0.3334
383,0,0.5233
654,1,0.715
108,0,0.3195
548,0,0.4298
115,0,0.6016
213,0,0.2389
58,1,0.3488
162,1,0.562
311,0,0.333
870,0,0.041
198,1,0.6407
454,0,0.1527
62,0,0.9546
139,1,0.736
365,0,0.9412
45,0,0.4463
520,0,0.7641
664,0,0.9679
765,0,0.8006
615,0,0.3526
869,0,0.817
785,0,0.0233
53,0,0.5146
666,0,0.4851
12,0,0.9542
724,0,0.4664
817,0,0.8018
453,0,0.3967
177,0,0.0075
953,0,0.9244
451,0,0.9946
693,0,0.7449
651,1,0.388
904,1,0.7373
43,0,0.6412
965,0,0.7425
463,0,0.968
757,1,0.4824
707,0,0.1221
315,0,0.4717
193,0,0.7946
249,1,0.9757
403,1,0.3239
423,0,0.8892
565,0,0.4909
697,0,0.0977
165,0,0.4841
723,1,0.4928
231,0,0.555
421,0,0.9188
847,0,0.5194
301,0,0.0133
346,0,0.0377
209,0,0.3396
303,0,0.8067
393,1,0.9615
100,0,0.3938
322,1,0.1185
471,0,0.1096
50,0,0.9071
621,0,0.8103
568,1,0.1738
843,0,0.0572
547,0,0.5641
549,1,0.3694
70,1,0.9981
981,0,0.0321
228,0,0.3759
763,0,0.895
499,0,0.7949
895,0,0.3425
699,1,0.5532
87,1,0.0509
44,0,0.473
550,0,0.6131
334,0,0.1587
842,0,0.0698
364,0,0.2548
652,0,0.0957
49,0,0.6873
319,0,0.2723
1,0,0.5217
864,0,0.351
609,1,0.9858
170,0,0.365
392,1,0.4712
910,0,0.0899
38,0,0.9784
452,0,0.1616
130,0,0.5449
848,1,0.3232
307,0,0.0787
546,0,0.361
194,0,0.8325
191,1,0.3592
986,0,0.5055
129,1,0.752
540,0,0.8316
172,1,0.6145
701,1,0.4927
428,0,0.8035
272,1,0.1767
892,1,0.9638
856,1,0.5305
514,0,0.2042
788,0,0.4604
973,1,0.9247
705,0,0.1848
19,0,0.4667
386,0,0.0513
153,1,0.8555
415,1,0.7226
281,0,0.3053
271,0,0.5039
722,0,0.5093
13,0,0.2559
512,1,0.3351
794,1,0.9085
741,0,0.0812
250,0,0.7761
377,0,0.8849
937,0,0.9868
728,0,0.4243
143,1,0.3313
39,0,0.3086
125,0,0.3573
145,1,0.6075
931,0,0.9152
23,0,0.6451
440,0,0.7158
72,0,0.2453
711,1,0.5826
619,1,0.4282
41,0,0.7577
877,1,0.3303
391,0,0.2578
289,0,0.3404
523,1,0.3752
553,0,0.3464
112,0,0.0542
88,0,0.6363
148,0,0.373
908,0,0.6529
750,0,0.2548
507,0,0.5044
934,0,0.9775
200,0,0.5232
959,1,0.7042
544,0,0.1582
414,1,0.6707
846,1,0.8462
674,0,0.4077
373,0,0.0271
412,0,0.8301
389,0,0.9127
202,0,0.8461
59,0,0.9039
478,1,0.0192
933,0,0.1895
243,1,0.121
913,0,0.5826
815,1,0.2221
732,0,0.2177
394,0,0.5207
999,0,0.5856
655,0,0.6275
954,0,0.3532
409,0,0.4541
476,0,0.0004
790,0,0.5603
318,0,0.5293
376,1,0.5634
883,1,0.9678
329,1,0.6813
686,1,0.9449
287,0,0.6161
774,0,0.1605
5,0,0.1689
917,1,0.4373
215,0,0.6089
169,1,0.6825
63,0,0.9824
985,1,0.6084
987,0,0.603
721,0,0.3082
632,1,0.4853
806,1,0.4968
256,0,0.1613
819,0,0.4901
835,1,0.8165
887,0,0.6048
374,0,0.3666
688,0,0.3119
587,1,0.3653
786,1,0.3875
932,0,0.9209
164,0,0.6506
291,0,0.5811
885,0,0.7425
682,0,0.8329
201,0,0.1187
646,0,0.2641
503,0,0.7829
352,0,0.7776
570,0,0.2685
375,0,0.9445
317,0,0.747
91,0,0.0858
395,0,0.7222
909,0,0.8083
543,0,0.4644
234,0,0.677
21,0,0.9912
274,0,0.8026
665,0,0.8768
960,0,0.0987
67,0,0.4744
34,1,0.6423
323,0,0.8995
227,0,0.4578
247,0,0.7573
641,0,0.212
343,0,0.8376
808,0,0.6324
727,0,0.2613
919,0,0.3633
216,0,0.2547
80,0,0.485
530,0,0.9792
807,0,0.7068
17,0,0.007
501,0,0.9698
140,0,0.3273
51,0,0.1763
137,0,0.6046
920,0,0.9539
14,0,0.7142
867,0,0.2933
430,0,0.1187
916,0,0.7762
372,0,0.6798
97,1,0.2085
536,0,0.2043
772,0,0.3001
292,0,0.8495
905,0,0.7616
541,0,0.0573
69,0,0.0852
584,0,0.4445
585,0,0.3985
836,0,0.4617
221,0,0.436
604,0,0.2925
863,0,0.5033
500,1,0.1616
382,0,0.4692
838,0,0.8281
769,1,0.7107
195,0,0.447
980,0,0.4547
678,0,0.7248
27,0,0.4419
672,0,0.302
55,0,0.7713
560,0,0.4194
966,0,0.6727
946,0,0.251
552,0,0.6872
314,0,0.4839
222,0,0.0208
725,0,0.2041
29,0,0.5533
179,0,0.9162
773,0,0.1738
975,0,0.2077
660,0,0.6974
554,0,0.1201
405,0,0.5302
156,0,0.3536
236,0,0.0347
385,0,0.7882
480,0,0.5379
591,0,0.4954
406,0,0.7053
497,0,0.8112
557,0,0.3526
952,0,0.0874
214,0,0.3896
400,0,0.955
157,0,0.8625
907,0,0.182
146,0,0.0744
122,0,0.2152
533,0,0.3326
185,0,0.844
927,0,0.3069
508,0,0.4599
155,0,0.6382
472,1,0.0499
644,0,0.5689
81,0,0.6262
611,0,0.7751
833,0,0.2465
635,0,0.7944
114,0,0.0579
56,0,0.2891
295,0,0.0406
928,0,0.0524
286,0,0.941
901,0,0.623
865,0,0.3575
762,0,0.7071
18,0,0.5703
698,0,0.4366
149,0,0.104
211,0,0.6539
983,0,0.1474
280,0,0.4685
253,0,0.9961
388,0,0.4441
758,0,0.6996
458,0,0.0406
559,0,0.5687
831,0,0.0811
814,0,0.5057
805,0,0.4235
945,0,0.3994
456,0,0.6338
443,0,0.7388
82,0,0.4137
331,0,0.3983
96,0,0.9675
890,0,0.4143
105,0,0.5651
703,0,0.4758
459,0,0.1099
267,0,0.7595
136,0,0.2416
989,0,0.2646
527,0,0.1966
706,0,0.9455
57,0,0.3212
244,0,0.6432
713,0,0.5988
532,0,0.3897
206,0,0.7136
233,0,0.2988
258,0,0.3605
30,0,0.9649
803,0,0.7016
691,0,0.7782
219,0,0.5795
640,0,0.3482
220,0,0.3101
832,0,0.0656
312,0,0.5525
633,0,0.204
510,0,0.8684
702,0,0.5574
949,0,0.6092
673,0,0.8569
160,0,0.3505
495,0,0.6515
749,0,0.6727
24,0,0.0747
592,0,0.1998
190,0,0.6096
469,0,0.4988
684,0,0.7538
302,0,0.8083
524,0,0.7256
347,0,0.9124
176,0,0.0537
956,0,0.2604
718,0,0.8468
777,0,0.9462
460,0,0.1404
237,0,0.427
76,0,0.2298
821,0,0.3718
935,0,0.9728
85,0,0.9809
183,0,0.7888
457,0,0.0688
182,0,0.4933
359,0,0.527
337,0,0.1725
6,0,0.6079
339,0,0.0685
993,0,0.0167
60,0,0.0745
884,0,0.7168
834,0,0.7386
649,0,0.6318
485,0,0.5398
759,0,0.4046
583,0,0.8339
324,0,0.1828
746,0,0.4115
800,0,0.1362
298,0,0.5704
925,0,0.9063
447,0,0.9065
862,0,0.9343
475,0,0.5913
378,0,0.5466
891,0,0.3461
225,0,0.404
760,0,0.7401
208,0,0.2646
336,0,0.6981
859,0,0.3447
556,0,0.4717
692,0,0.6249
203,0,0.2464
988,0,0.6043
410,0,0.1729
717,0,0.4816
371,0,0.3535
22,0,0.5813
513,0,0.5577
663,1,0.7887
181,0,0.8428
845,0,0.2807
744,1,0.0918
396,0,0.2786
102,0,0.463
210,1,0.6725
124,1,0.4319
470,0,0.8919
83,1,0.8368
78,0,0.255
567,0,0.0645
224,0,0.5387
10,0,0.2607
150,0,0.6263
357,1,0.9667
240,0,0.4713
20,0,0.1244
104,0,0.5445
462,0,0.2822
555,0,0.2149
368,0,0.3491
466,0,0.451
643,1,0.0143
263,1,0.7091
844,1,0.1437
729,0,0.5753
264,0,0.1141
582,1,0.912
638,0,0.6835
602,1,0.1543
853,0,0.5322
218,1,0.5102
133,1,0.4607
154,0,0.9737
363,0,0.9383
726,0,0.4651
958,1,0.7841
830,1,0.4137
362,0,0.8036
2,1,0.4251
538,0,0.1635
731,1,0.0588
254,1,0.9439
327,0,0.2766
878,0,0.8939
656,0,0.6431
492,0,0.7414
631,0,0.6276
753,0,0.2103
450,0,0.2263
278,0,0.3714
868,0,0.9458
296,1,0.3937
747,0,0.4608
997,0,0.9451
535,0,0.5698
262,1,0.6977
284,1,0.6201
505,1,0.6568
325,1,0.9864
424,0,0.0307
161,0,0.0371
622,0,0.9831
187,0,0.8829
484,0,0.1658
561,0,0.561
522,0,0.39
677,0,0.3557
7,0,0.6336
764,0,0.3769
595,0,0.2825
899,0,0.4876
308,0,0.9615
279,1,0.6226
465,0,0.1481
912,0,0.723
606,0,0.0727
446,0,0.1363
755,0,0.6774
689,0,0.0522
839,0,0.6544
442,0,0.9907
924,0,0.8166
857,0,0.4585
858,0,0.7711
251,0,0.0658
429,0,0.3858
562,0,0.886
147,0,0.4765
123,0,0.643
620,0,0.7576
313,0,0.2375
994,1,0.8253
226,0,0.0088
494,0,0.3614
639,0,0.6419
614,0,0.6953
186,0,0.8065
739,0,0.2196
199,0,0.1071
628,0,0.0038
992,0,0.3741
504,0,0.6259
248,0,0.6551
600,0,0.1175
266,1,0.6186
575,0,0.0178
787,0,0.5096
888,0,0.1691
511,0,0.0414
269,0,0.4474
588,0,0.7556
189,0,0.9333
299,0,0.1263
796,0,0.7134
68,0,0.0371
401,0,0.6668
715,0,0.8062
94,0,0.2423
685,0,0.0326
675,0,0.7537
92,0,0.72
616,0,0.3464
770,0,0.581
657,0,0.4695
436,0,0.9501
645,0,0.4882
413,0,0.6735
670,0,0.9588
235,0,0.5193
799,0,0.2121
71,0,0.3172
417,0,0.0582
539,0,0.1407
246,0,0.4768
976,0,0.0909
171,0,0.9151
840,0,0.1319
922,0,0.8714
738,0,0.6019
464,0,0.6564
720,0,0.9228
579,0,0.926
700,0,0.7462
242,0,0.3831
15,0,0.0597
872,0,0.1653
52,0,0.7413
811,0,0.9871
354,0,0.7571
735,0,0.0188
232,0,0.0569
516,0,0.2096
590,0,0.6882
719,0,0.9374
642,0,0.3758
915,0,0.4218
482,0,0.5597
598,0,0.974
361,0,0.6917
676,0,0.311
681,0,0.8682
955,0,0.2139
708,0,0.7477
449,0,0.0139
166,0,0.0503
444,0,0.5497
566,0,0.1267
573,0,0.3284
947,0,0.932
349,0,0.1533
103,0,0.5313
3,0,0.1472
855,0,0.3072
270,0,0.8974
804,0,0.3005
31,0,0.3617
921,0,0.7609
871,0,0.5097
33,0,0.3622
874,0,0.3826
316,0,0.8497
360,0,0.0262
771,0,0.868
119,0,0.8307
132,0,0.8331
151,0,0.3176
801,0,0.063
355,0,0.7906
173,0,0.3695
333,0,0.8585
969,0,0.0572
275,0,0.3712
971,0,0.4098
101,0,0.6511
448,0,0.916
305,0,0.7969
309,0,0.0818
369,0,0.6757
601,0,0.0876
623,0,0.7995
968,0,0.0937
978,1,0.2172
653,0,0.4954
829,0,0.7081
964,0,0.1691
338,0,0.8738
979,0,0.3029
939,1,0.8492
163,0,0.0427
683,0,0.3022
630,0,0.2814
184,0,0.0596
812,0,0.3129
260,0,0.5695
433,0,0.6773
84,0,0.0539
144,0,0.2889
121,0,0.1429
551,0,0.2517
572,0,0.4568
416,0,0.5236
426,0,0.0096
710,0,0.1807
496,0,0.4199
